292;0.0;1.0;0.0;288;262.0;323.0;0
329;2.0;61.0;6.0;329;;;0
387;0.0;1.0;0.0;383;355.0;415.0;0
472;0.0;1.0;0.0;468;443.0;499.0;0
553;0.0;1.0;0.0;550;526.0;570.0;0
606;0.0;1.0;0.0;602;588.0;636.0;0
697;0.0;1.0;0.0;694;666.0;717.0;0
759;0.0;1.0;0.0;755;738.0;791.0;0
855;0.0;1.0;0.0;852;823.0;884.0;0
943;0.0;1.0;0.0;940;913.0;970.0;0
1025;0.0;1.0;0.0;1022;997.0;1042.0;0
1078;0.0;1.0;0.0;1075;1060.0;1107.0;0
1167;0.0;1.0;0.0;1164;1137.0;1196.0;0
1256;0.0;1.0;0.0;1253;1226.0;1283.0;0
1338;0.0;1.0;0.0;1335;1310.0;1355.0;0
1391;0.0;1.0;0.0;1388;1373.0;1421.0;0
1483;0.0;1.0;0.0;1480;1452.0;1502.0;0
1541;0.0;1.0;0.0;1538;1521.0;1571.0;0
1633;0.0;1.0;0.0;1630;1602.0;1661.0;0
1717;0.0;1.0;0.0;1714;1689.0;1744.0;0
1799;0.0;1.0;0.0;1795;1771.0;1826.0;0
1880;0.0;1.0;0.0;1877;1853.0;1898.0;0
1936;0.0;1.0;0.0;1933;1917.0;1964.0;0
2022;0.0;1.0;0.0;2019;1993.0;2044.0;0
2088;0.0;1.0;0.0;2085;2066.0;2119.0;0
2131;2.0;61.0;6.0;2126;;;0
2182;0.0;1.0;0.0;2179;2150.0;2211.0;0
2224;2.0;61.0;6.0;2224;;;0
2270;0.0;1.0;0.0;2266;2240.0;2297.0;0
2351;0.0;1.0;0.0;2347;2324.0;2377.0;0
2431;0.0;1.0;0.0;2427;2404.0;2458.0;0
2512;0.0;1.0;0.0;2509;2485.0;2533.0;0
2576;0.0;1.0;0.0;2573;2554.0;2604.0;0
2662;0.0;1.0;0.0;2659;2633.0;2689.0;0
2745;0.0;1.0;0.0;2742;2717.0;2762.0;0
2796;0.0;1.0;0.0;2793;2779.0;2827.0;0
2839;2.0;62.0;6.0;2839;;;0
2890;0.0;1.0;0.0;2887;2858.0;2918.0;0
2976;0.0;1.0;0.0;2973;2947.0;3003.0;0
3057;0.0;1.0;0.0;3054;3030.0;3074.0;0
3109;0.0;1.0;0.0;3106;3091.0;3139.0;0
3201;0.0;1.0;0.0;3197;3170.0;3222.0;0
3265;0.0;1.0;0.0;3261;3243.0;3281.0;0
3313;0.0;1.0;0.0;3310;3297.0;3332.0;0
3371;0.0;1.0;0.0;3368;3351.0;3388.0;0
3422;0.0;1.0;0.0;3419;3405.0;3446.0;0
3496;0.0;1.0;0.0;3492;3471.0;3525.0;0
3583;0.0;1.0;0.0;3580;3554.0;3611.0;0
3669;0.0;1.0;0.0;3666;3640.0;3696.0;0
3750;0.0;1.0;0.0;3747;3723.0;3768.0;0
3804;0.0;1.0;0.0;3801;3786.0;3835.0;0
3897;0.0;1.0;0.0;3894;3866.0;3926.0;0
3986;0.0;1.0;0.0;3982;3956.0;4009.0;0
4056;0.0;1.0;0.0;4053;4032.0;4085.0;0
4145;0.0;1.0;0.0;4141;4115.0;4173.0;0
4229;0.0;1.0;0.0;4226;4201.0;4256.0;0
4311;0.0;1.0;0.0;4308;4283.0;4337.0;0
4391;0.0;1.0;0.0;4387;4364.0;4411.0;0
4451;0.0;1.0;0.0;4448;4431.0;4481.0;0
4541;0.0;1.0;0.0;4538;4511.0;4561.0;0
4601;0.0;1.0;0.0;4598;4581.0;4631.0;0
4643;2.0;62.0;6.0;4638;;;0
4693;0.0;1.0;0.0;4690;4662.0;4721.0;0
